Unnamed: 0,name,force,level,mechanic,equipment,primaryMuscles,secondaryMuscles,instructions,category,images,id
427,Low Cable Crossover,push,beginner,isolation,cable,chest,shoulders,"Untuk pindah ke posisi awal, Tempatkan katrol di posisi rendah, Pilih resistensi yang akan digunakan dan pegang pegangan di masing -masing tangan., Maju, mendapatkan ketegangan di katrol. Telapak tangan Anda harus menghadap ke depan, tangan di bawah pinggang, dan lenganmu lurus. Ini akan menjadi posisi awal Anda., Dengan sedikit tikungan di lengan Anda, Gambarkan tangan Anda ke atas dan ke arah tengah tubuh Anda. Tangan Anda harus berkumpul di depan dada Anda, Telapak tangan menghadap ke atas., Kembalikan lengan Anda kembali ke posisi awal setelah jeda singkat.",strength,"0.jpg, 1.jpg",Low_Cable_Crossover
428,Low Cable Triceps Extension,push,beginner,isolation,cable,triceps,,"Pilih berat yang diinginkan dan berbaring menghadap ke atas di bangku mesin baris duduk yang memiliki tali yang melekat padanya. Kepala Anda harus menunjuk ke arah lampiran., Raih bagian luar tali di ujung dengan telapak tangan Anda saling berhadapan (cengkeraman netral)., Posisikan siku Anda sehingga ditekuk pada sudut 90 derajat dan lengan atas Anda tegak lurus (sudut 90 derajat) ke tubuh Anda. Kiat: Simpan siku dan pastikan bahwa lengan atas menunjuk ke langit -langit sementara lengan Anda mengarah ke katrol di atas kepala Anda. Ini akan menjadi posisi awal Anda., Saat Anda bernafas, Perpanjang lengan bawah Anda sampai lurus dan vertikal. Lengan dan siku atas tetap diam di seluruh gerakan. Hanya lengan yang harus bergerak. Kontrak trisep keras untuk sesaat., Saat Anda bernafas perlahan kembali ke posisi awal., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Low_Cable_Triceps_Extension
429,Low Pulley Row To Neck,pull,beginner,compound,cable,shoulders,"biceps, middle back, traps","Duduklah di atas mesin baris katrol rendah dengan lampiran tali., Raih ujung tali menggunakan cengkeraman telapak tangan dan duduk dengan punggung lurus dan lutut Anda sedikit ditekuk. Kiat: Jaga agar punggung Anda hampir sepenuhnya vertikal dan lengan Anda sepenuhnya terulur di depan Anda. Ini akan menjadi posisi awal Anda., Sambil menjaga stasioner tubuh Anda, Angkat siku Anda dan mulailah menekuknya saat Anda menarik tali ke arah leher Anda sambil menghembuskan napas. Sepanjang gerakan lengan atas Anda harus tetap sejajar dengan lantai. Kiat: Lanjutkan gerakan ini sampai tangan Anda hampir di sebelah telinga Anda (lengan tidak akan sejajar dengan lantai di ujung gerakan karena akan sedikit miring ke atas) dan siku Anda keluar dari sisi Anda., Setelah bertahan sebentar di posisi yang dikontrak, Kembalilah perlahan ke posisi awal saat Anda menghirup. Tip: Lagi, Selama tidak ada bagian dari gerakan jika tubuhnya bergerak., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Low_Pulley_Row_To_Neck
430,Lower Back-SMR,static,beginner,,foam roll,lower back,,"Dalam posisi duduk, Tempatkan gulungan busa di bawah punggung bawah Anda. Silangkan lengan Anda di depan Anda dan berlarut -larut bahu Anda. Ini akan menjadi posisi awal Anda., Angkat pinggul Anda dari lantai dan bersandar, Menjaga berat badan Anda di punggung bawah. Sekarang geser berat badan Anda sedikit ke satu sisi, Menjaga berat badan Anda dari tulang belakang dan pada otot -otot ke sampingnya. Gulung punggung bawah Anda, Memegang titik ketegangan selama 10-30 detik. Ulangi di sisi lain.",stretching,"0.jpg, 1.jpg",Lower_Back-SMR
431,Lower Back Curl,static,beginner,,body only,abdominals,,"Berbaringlah di perut Anda dengan tangan di samping Anda. Ini akan menjadi posisi awal Anda., Menggunakan otot punggung bawah Anda, Perpanjang tulang belakang Anda mengangkat dada dari tanah. Jangan gunakan lengan Anda untuk mendorong diri Anda ke atas. Pertahankan kepala Anda selama gerakan. Ulangi untuk 10-20 pengulangan.",stretching,"0.jpg, 1.jpg",Lower_Back_Curl
432,Lunge Pass Through,push,intermediate,compound,kettlebells,hamstrings,"calves, glutes, quadriceps","Berdiri dengan tubuh Anda tegak memegang kettlebell di tangan kanan Anda. Ini akan menjadi posisi awal Anda., Langkah ke depan dengan kaki kiri Anda dan turunkan tubuh bagian atas ke bawah dengan melenturkan pinggul dan lutut, menjaga tubuh tetap tegak. Turunkan lutut punggung Anda sampai hampir menyentuh tanah., Saat Anda menerjang, Lewati kettlebell di bawah kaki depan Anda ke tangan Anda yang berlawanan., Menekan tumit kaki Anda, kembali ke posisi awal., Ulangi pergerakan untuk jumlah pengulangan yang disarankan, kaki bergantian.",strength,"0.jpg, 1.jpg",Lunge_Pass_Through
433,Lunge Sprint,push,intermediate,compound,machine,quadriceps,"calves, glutes, hamstrings","Sesuaikan bar di mesin Smith ke ketinggian yang sesuai. Posisikan diri Anda di bawah bar, Racking di bagian belakang bahu Anda. Membuka bar, dan kemudian membagi kaki Anda, bergerak satu kaki ke depan dan satu kaki ke belakang. Ini akan menjadi posisi awal Anda., Turunkan lutut punggung Anda hampir ke tanah, Melenturkan lutut dan menurunkan pinggul saat Anda melakukannya., Di bagian bawah keturunan, segera membalikkan arah. Berkendara secara eksplosif melalui tumit kaki depan Anda dengan tekanan ringan dari kaki belakang Anda. Melompat dan membalikkan posisi kaki Anda., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Lunge_Sprint
434,Lying Bent Leg Groin,static,expert,,other,adductors,,"Berbaring telentang dengan lutut ditekuk dan telapak kaki ditekan bersama. Mintalah pasangan Anda berlutut. Ini akan menjadi posisi awal Anda., Cobalah untuk meremas lutut Anda, Sementara pasangan Anda mencegah gerakan apa pun terjadi., Setelah 10-20 detik, Rileks otot Anda karena pasangan Anda dengan lembut mendorong lutut ke lantai. Pastikan untuk memberi tahu penolong Anda saat peregangan memadai untuk mencegah cedera atau overstretching.",stretching,"0.jpg, 1.jpg",Lying_Bent_Leg_Groin
435,Lying Cable Curl,pull,intermediate,isolation,cable,biceps,,"Ambil batang lurus atau lampiran e-z yang melekat pada katrol rendah dengan kedua tangan, Menggunakan cengkeraman bahu (telapak tangan menghadap ke atas)., Berbaring rata di punggung di atas tikar olahraga di depan tumpukan berat dengan kaki rata di atas bingkai mesin katrol dan kaki Anda lurus., Dengan lengan Anda terulur dan siku di dekat tubuh Anda sedikit menekuk lengan Anda. Ini akan menjadi posisi awal Anda., Sambil menjaga lengan atas stasioner dan siku tetap dekat dengan tubuh Anda, Gulung batang ke atas perlahan ke arah dada saat Anda bernapas keluar dan Anda memeras bisep., Setelah pemerasan kedua di bagian atas gerakan, Perlahan kembali ke posisi awal., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Lying_Cable_Curl
436,Lying Cambered Barbell Row,pull,beginner,isolation,barbell,middle back,"biceps, lats, traps","Tempatkan bar cambered di bawah bangku olahraga., Berbaring telungkup di bangku latihan dan ambil batang menggunakan telapak tangan ke bawah (cengkeraman pronasi) yang lebih lebar dari lebar bahu. Ini akan menjadi posisi awal Anda., Saat Anda menghembuskan mendayung bar saat Anda menjaga siku tetap dekat dengan tubuh Anda ke dada Anda, Untuk menargetkan bagian belakang bagian atas, atau ke perut Anda jika menargetkan lat adalah tujuan Anda., Setelah penahanan kedua di atas, Bawah ke bawah ke posisi awal perlahan saat Anda menghirup.",strength,"0.jpg, 1.jpg",Lying_Cambered_Barbell_Row
437,Lying Close-Grip Bar Curl On High Pulley,pull,beginner,isolation,cable,biceps,,"Tempatkan bangku datar di depan katrol tinggi atau mesin pulldown LAT., Tahan lampiran batang lurus menggunakan pegangan curang (telapak tangan ke atas) yaitu sekitar lebar bahu., Berbaring telentang dengan kepala di ujung bangku., Sekarang rentangkan lengan Anda lurus di atas bahu Anda. Batang tubuh dan lengan Anda harus membuat sudut 90 derajat dan siku harus masuk. Ini akan menjadi posisi awal Anda., Saat Anda bernafas, Gulung batang ke bawah dalam gerakan setengah lingkaran sampai menyentuh dagu Anda. Peras bisep untuk sedetik di posisi tertinggi yang dikontrak. Kiat: Saat Anda menjalankan gerakan ini hanya lengan yang harus bergerak. Tidak ada waktu, lengan atas tidak akan bergerak sama sekali. Mereka harus tetap tegak lurus sepanjang gerakan., Kembali ke posisi awal perlahan., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Lying_Close-Grip_Bar_Curl_On_High_Pulley
438,Lying Close-Grip Barbell Triceps Extension Behind The Head,push,intermediate,isolation,barbell,triceps,,"Sambil memegang bar barbell atau EZ Curl dengan cengkeraman pronasi (telapak tangan menghadap ke depan), Berbaringlah di punggung Anda di bangku datar dengan kepala dekat ke ujung bangku. Kiat: Jika Anda memegang barbel, ambillah menggunakan pegangan lebar bahu dan jika Anda menggunakan e-z, ambil di atas pegangan bagian dalam., Perpanjang lengan Anda di depan Anda dan perlahan -lahan bawa kembali bar dalam gerakan semi bundar (sambil menjaga lengan terulur) ke posisi di atas kepala Anda. Di akhir langkah ini, lengan Anda harus di atas kepala dan sejajar dengan lantai. Ini akan menjadi posisi awal Anda. Kiat: Simpan siku Anda setiap saat., Saat Anda menghirup, Turunkan bar dengan membungkuk di siku dan sambil menjaga lengan atas stasioner. Terus turunkan bilah sampai lengan Anda tegak lurus ke lantai., Saat Anda menghembuskan napas membawa bar kembali ke posisi awal dengan mendorong bar ke atas dalam gerakan semi-lingkaran sampai lengan bawah juga sejajar dengan lantai. Kontrak trisep keras di bagian atas gerakan sejenak. Tip: Lagi, Hanya lengan yang harus bergerak. Lengan atas harus tetap diam setiap saat., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Lying_Close-Grip_Barbell_Triceps_Extension_Behind_The_Head
439,Lying Close-Grip Barbell Triceps Press To Chin,push,intermediate,isolation,e-z curl bar,triceps,,"Sambil memegang bar barbell atau EZ Curl dengan cengkeraman pronasi (telapak tangan menghadap ke depan), Berbaringlah di punggung Anda di bangku datar dengan kepala dari ujung bangku. Kiat: Jika Anda memegang barbel, ambillah menggunakan pegangan lebar bahu dan jika Anda menggunakan e-z, ambil di atas pegangan bagian dalam., Perpanjang lengan Anda di depan Anda saat Anda memegang barbel di atas dada. Lengan harus tegak lurus terhadap tubuh Anda (sudut 90 derajat). Ini akan menjadi posisi awal Anda., Saat Anda menghirup, Turunkan batang dalam gerakan semi-lingkaran dengan membungkuk di siku dan sambil menjaga lengan atas dan siku tetap masuk. Terus turunkan batang sampai ringan menyentuh dagu Anda., Saat Anda menghembuskan kembali bar kembali ke posisi awal dengan mendorong bar ke atas dalam gerakan semi-lingkaran. Kontrak trisep keras di bagian atas gerakan sejenak. Tip: Lagi, Hanya lengan yang harus bergerak. Lengan atas harus tetap diam setiap saat., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Lying_Close-Grip_Barbell_Triceps_Press_To_Chin
440,Lying Crossover,static,expert,,body only,abductors,,"Berbaring telentang dengan kaki Anda diperpanjang., Silang satu kaki di atas tubuh Anda dengan lutut ditekuk, mencoba menyentuh lutut ke tanah. Pasangan Anda harus berlutut di samping Anda, Pegang bahu Anda ke bawah dengan satu tangan dan mengendalikan kaki yang disilangkan dengan yang lain. Ini akan menjadi posisi awal Anda., Cobalah untuk menaikkan lutut yang bengkok dari tanah karena pasangan Anda mencegah gerakan yang sebenarnya., Setelah 10-20 detik, Bersantai kaki saat pasangan Anda dengan lembut menekan lutut ke lantai. Ulangi dengan sisi lain.",stretching,"0.jpg, 1.jpg",Lying_Crossover
441,Lying Dumbbell Tricep Extension,push,intermediate,isolation,dumbbell,triceps,"chest, shoulders","Berbaringlah di bangku datar sambil memegang dua halter tepat di depan Anda. Lengan Anda harus sepenuhnya terulur pada sudut 90 derajat dari tubuh Anda dan lantai. Telapak tangan harus menghadap ke dalam dan siku harus diselipkan. Ini adalah posisi awal., Saat Anda bernafas dan Anda menjaga lengan atas dengan siku masuk, Perlahan turunkan berat sampai dumbel dekat telinga Anda., Pada saat itu, Sambil menjaga siku dan stasioner lengan atas, Gunakan triceps untuk membawa beban kembali ke posisi awal saat Anda bernafas., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Lying_Dumbbell_Tricep_Extension
442,Lying Face Down Plate Neck Resistance,pull,intermediate,isolation,other,neck,,"Berbaring telungkup dengan seluruh tubuh Anda lurus di bangku datar sambil memegang piring berat di belakang kepala Anda. Tip: Anda harus memposisikan diri Anda sehingga bahu Anda sedikit di atas ujung bangku datar untuk dada atas, leher dan wajah berada di luar bangku. Ini akan menjadi posisi awal Anda., Sambil menjaga piring aman di bagian belakang kepala Anda perlahan, kecilkan kepala Anda (seperti mengatakan ""ya"") saat Anda bernafas., Angkat kepala kembali ke posisi awal dalam gerakan semi-lingkaran saat Anda bernafas. Tahan kontraksi sebentar., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Lying_Face_Down_Plate_Neck_Resistance
443,Lying Face Up Plate Neck Resistance,pull,intermediate,isolation,other,neck,,"Berbaringlah menghadap ke atas dengan seluruh tubuh Anda lurus di bangku datar sambil memegang piring berat di atas dahi Anda. Kiat: Anda harus memposisikan diri Anda sehingga bahu Anda sedikit di atas ujung bangku datar untuk perangkap, Leher dan kepala berada di luar bangku. Ini akan menjadi posisi awal Anda., Sambil menjaga piring aman di dahi Anda perlahan, turunkan kepala ke belakang dalam gerakan semi-lingkaran saat Anda bernafas., Angkat kepala kembali ke posisi awal dalam gerakan semi-lingkaran saat Anda bernafas. Tahan kontraksi sebentar., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Lying_Face_Up_Plate_Neck_Resistance
444,Lying Glute,static,expert,,body only,glutes,abductors,"Berbaring telentang dengan pasangan berlutut di samping Anda., Lenturkan pinggul satu kaki, mengangkatnya dari lantai. Putar kaki sehingga kaki berada di atas pinggul yang berlawanan, kaki bagian bawah tegak lurus terhadap tubuh Anda. Pasangan Anda harus memegang lutut dan pergelangan kaki di tempatnya. Ini akan menjadi posisi awal Anda., Cobalah untuk mendorong kaki Anda ke arah pasangan Anda, siapa yang harus mencegah gerakan kaki yang sebenarnya., Setelah 10-20 detik, Benar -benar rileks karena pasangan Anda dengan lembut mendorong pergelangan kaki dan lutut ke arah dada Anda. Pastikan untuk memberi tahu penolong Anda saat peregangan memadai untuk mencegah cedera atau overstretching.",stretching,"0.jpg, 1.jpg",Lying_Glute
445,Lying Hamstring,static,expert,,other,hamstrings,calves,"Berbaring telentang dengan kaki Anda diperpanjang. Pasangan Anda harus berlutut di samping Anda. Angkat satu kaki ke arah langit -langit dan minta pasangan Anda memegang pergelangan kaki. Pasangan Anda dapat menggunakan bahu mereka untuk menguatkan kaki Anda jika perlu. Ini akan menjadi posisi awal Anda., Dengan pasangan memegang kaki Anda di tempat, mencoba melenturkan lutut, Mengontrak paha belakang selama 10-20 detik., Kemudian rilekskan kaki Anda, Mengizinkan pasangan Anda dengan lembut mendorong kaki ke arah kepala Anda. Pastikan untuk memberi tahu penolong Anda saat peregangan memadai untuk mencegah cedera atau overstretching. Beralih sisi setelah selesai.",stretching,"0.jpg, 1.jpg",Lying_Hamstring
446,Lying High Bench Barbell Curl,pull,intermediate,isolation,barbell,biceps,,"Berbaringlah menghadap ke depan di bangku datar yang tinggi sambil memegang barbel dengan cengkeraman yang sangat tinggi (telapak tangan menghadap ke atas). Kiat: Jika Anda memegang barbel, ambillah menggunakan pegangan lebar bahu dan jika Anda menggunakan e-z, ambil di atas pegangan bagian dalam. Tubuh bagian atas Anda harus diposisikan sedemikian rupa sehingga dada atas berada di ujung bangku dan barbel tergantung di depan Anda dengan lengan terulur dan tegak lurus ke lantai. Ini akan menjadi posisi awal Anda., Sambil menjaga siku dan stasioner lengan atas, Gulung berat dalam gerakan semi-lingkaran saat Anda mengontrak bisep dan napas. Tahan di bagian atas gerakan sejenak., Saat Anda menghirup, Perlahan kembali ke posisi awal. Kiat: Pertahankan kontrol penuh dari berat setiap saat dan hindari ayunan. Ingat, Hanya lengan yang harus bergerak di seluruh gerakan., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Lying_High_Bench_Barbell_Curl
447,Lying Leg Curls,pull,beginner,isolation,machine,hamstrings,,"Sesuaikan tuas mesin agar sesuai dengan tinggi Anda dan berbaring telungkup di atas mesin ikal kaki dengan bantalan tuas di bagian belakang kaki Anda (hanya beberapa inci di bawah betis). Kiat: Lebih disukai menggunakan mesin ikal kaki yang miring dibandingkan dengan datar karena posisi miring lebih menguntungkan untuk perekrutan paha belakang., Menjaga tubuh tetap rata di bangku, Pastikan kaki Anda terentang sepenuhnya dan ambil pegangan sisi mesin. Posisikan jari kaki Anda lurus (atau Anda juga dapat menggunakan salah satu dari dua sikap lain yang dijelaskan pada bagian pemosisian kaki). Ini akan menjadi posisi awal Anda., Saat Anda menghembuskan napas, Gulung kaki Anda sejauh mungkin tanpa mengangkat kaki bagian atas dari pad. Setelah Anda mencapai posisi yang dikontrak sepenuhnya, Pegang sebentar., Saat Anda menghirup, Bawa kaki kembali ke posisi awal. Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Lying_Leg_Curls
