ID Program,Nama Program Latihan,Deskripsi Program,Jenis Latihan Program,Tujuan Latihan,Durasi Program (menit),Tempat Program,Peralatan Program (Ya/Tidak),Tingkat Kebugaran Program,Waktu Ideal Program,video_url,Target Gender,Rentang Usia
484,Barbell Hip Thrust,"Versi lanjutan dari hip thrust untuk membangun kekuatan dan ukuran bokong secara maksimal. Posisikan punggung atas di tepi bangku. Letakkan barbell di atas pinggul (gunakan bantalan untuk kenyamanan). Dorong pinggul ke atas dengan kuat, kontraksikan bokong. Turunkan perlahan. Reps & Istirahat: 4 set x 8-12 repetisi, istirahat 90-120 detik antar set.",Kekuatan,Meningkatkan massa otot,40,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=xDmFkJxPzeM,Wanita,26-35 Tahun
485,Kardio Low-Impact untuk Wanita,"Sesi kardio yang ramah sendi, cocok untuk semua tingkat kebugaran. Kombinasi gerakan seperti side-to-side steps, step touches, hamstring curls, dan arm circles. Fokus pada menjaga detak jantung tetap tinggi tanpa melompat. Reps & Istirahat: Lakukan selama 20-30 menit tanpa henti, atau dengan istirahat singkat sesuai kebutuhan.",Kardio,Menjaga kesehatan,30,Rumah,Tidak,Pemula,Kapan Saja,https://www.youtube.com/watch?v=50kH47ZztHs,Wanita,18-25 Tahun
486,Dumbbell Tricep Kickbacks,"Sangat efektif untuk membentuk dan mengencangkan otot trisep (lengan belakang). Bungkukkan tubuh ke depan dengan punggung lurus, topang satu tangan di bangku. Pegang dumbbell di tangan lainnya dengan siku ditekuk 90 derajat. Luruskan lengan ke belakang, kontraksikan trisep di puncak gerakan. Kembali perlahan. Reps & Istirahat: 3 set x 12-15 repetisi per lengan, istirahat 60 detik antar set.",Kekuatan,Meningkatkan massa otot,20,Gym,Ya,Pemula,Pagi/Sore,https://youtu.be/m_UlDFNX4mk,Wanita,18-25 Tahun
487,Jump Squats (Squat Melompat),Dari posisi squat dorong tubuh ke atas dengan eksplosif dan lompat setinggi mungkin lalu mendarat dengan lembut kembali ke posisi squat. Pastikan lutut Anda menekuk saat mendarat untuk meredam dampak.Lakukan gerakan ini 20 3x repetisi dengan istirahat 30 detik antar set. Fokus pada kekuatan kaki dan daya ledak.,Kardio,Menurunkan berat badan,25,Rumah,Tidak,Lanjut,Kapan Saja,https://www.youtube.com/watch?v=2TzFm9uR31g,Wanita,18-35 Tahun
488,Jumping Lunges (Lunge Melompat),Mulai dalam posisi lunge dorong diri ke atas dengan melompat dan tukar posisi kaki di udara lalu mendarat kembali ke posisi lunge dengan kaki yang berlawanan di depan. Ini adalah gerakan plyometric yang sangat efektif.Lakukan 15 repetisi per kaki 3x set dengan istirahat 30 detik antar set. Fokus pada kekuatan kaki dan daya ledak.,Kardio,Menurunkan berat badan,15,Rumah,Tidak,Lanjut,Kapan Saja,https://www.youtube.com/watch?v=2TzFm9uR31g,Wanita,18-35 Tahun   
489,Plank Jacks,"Mulai dalam posisi plank dengan tangan di bawah bahu. Lompatkan kaki ke luar dan ke dalam seperti gerakan jumping jack, jaga tubuh tetap lurus. Ini melatih inti dan kardiovaskular secara bersamaan. Lakukan 20 repetisi 3x set dengan istirahat 30 detik antar set. Fokus pada kekuatan inti dan daya tahan kardiovaskular.",Kardio,Menurunkan berat badan,20,Rumah,Tidak,Lanjut,Kapan Saja,https://www.youtube.com/watch?v=2TzFm9uR31g,Wanita,18-35 Tahun
490,Skater Jumps (Loncat Skater),"Mulai dengan posisi berdiri, lompat ke samping seperti skater, mendarat pada satu kaki dan angkat kaki lainnya ke belakang. Ganti sisi dengan melompat ke arah berlawanan. Ini melatih keseimbangan, kekuatan kaki, dan kardiovaskular. Lakukan 15 repetisi per sisi 3x set dengan istirahat 30 detik antar set. Fokus pada kekuatan kaki dan daya ledak.",Kardio,Menurunkan berat badan,20,Rumah,Tidak,Lanjut,Kapan Saja,https://www.youtube.com/watch?v=2TzFm9uR31g,Wanita,18-35 Tahun
491,Star Jumps (Lompat Bintang),"Mulai dengan posisi berdiri, lompat ke atas dengan kaki dan tangan terbuka lebar seperti bintang. Mendarat dengan lembut dan ulangi. Ini adalah gerakan plyometric yang meningkatkan kekuatan kaki dan daya ledak. Lakukan 15 repetisi 3x set dengan istirahat 30 detik antar set. Fokus pada kekuatan kaki dan daya ledak.",Kardio,Menurunkan berat badan,20,Rumah,Tidak,Lanjut,Kapan Saja,https://www.youtube.com/watch?v=2TzFm9uR31g,Wanita,18-35 Tahun
492,Dumbbell Bench Press,"Latihan ini melatih otot dada, bahu, dan trisep. Berbaring di bangku datar, pegang dumbbell di kedua tangan di atas dada. Tekuk siku dan turunkan dumbbell ke samping dada, lalu dorong kembali ke atas. Pastikan punggung tetap rata di bangku. Lakukan 3 set x 10-15 repetisi dengan istirahat 60 detik antar set.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=6SS6K3lAwZ8,Wanita,18-25 Tahun
493,Barbell Back Squats,"Latihan ini fokus pada otot paha depan, bokong, dan inti. Letakkan barbell di punggung atas (bukan leher). Berdiri dengan kaki selebar bahu, tekuk lutut dan dorong bokong ke belakang seperti duduk di kursi. Pastikan lutut tidak melewati jari kaki. Kembali ke posisi berdiri. Lakukan 3 set x 8-12 repetisi dengan istirahat 90 detik antar set.Mengapa untuk Wanita: Ini adalah latihan terbaik untuk membentuk dan mengencangkan seluruh bagian bawah tubuh Anda, terutama glutes (bokong) dan paha.",Kekuatan,Meningkatkan massa otot,40,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=xDmFkJxPzeM,Wanita,26-35 Tahun
494,Dumbbell Romanian Deadlifts,"Latihan ini fokus pada otot paha belakang, bokong, dan punggung bawah. Berdiri dengan kaki selebar bahu, pegang dumbbell di kedua tangan di depan paha. Tekuk lutut sedikit dan dorong pinggul ke belakang, turunkan dumbbell di sepanjang kaki hingga merasakan regangan di paha belakang. Kembali ke posisi berdiri. Lakukan 3 set x 10-15 repetisi dengan istirahat 60 detik antar set.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=6SS6K3lAwZ8,Wanita,18-25 Tahun
495,Leg Press,"Latihan ini melatih otot paha depan, bokong, dan paha belakang. Duduk di mesin leg press, letakkan kaki di platform selebar bahu. Dorong platform dengan kaki hingga lurus, lalu turunkan perlahan hingga lutut ditekuk 90 derajat. Pastikan punggung tetap rata di sandaran. Lakukan 3 set x 10-15 repetisi dengan istirahat 60 detik antar set.",Kekuatan,Meningkatkan massa otot,35,Gym,Ya,Menengah,Pagi/Sore,https://youtu.be/q4W4_VJbKW0,Wanita,18-25 Tahun
496,Seated Cable Rows,"Latihan ini fokus pada otot punggung, bisep, dan bahu. Duduk di mesin cable row, pegang pegangan dengan kedua tangan. Tarik pegangan ke arah perut sambil menjaga punggung tetap lurus dan siku dekat dengan tubuh. Kembali perlahan ke posisi awal. Lakukan 3 set x 10-15 repetisi dengan istirahat 60 detik antar set.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Menengah,Pagi/Sore,https://youtu.be/TeFo51Q_Nsc,Wanita,18-25 Tahun
497,Dumbbell Shoulder Press (Seated or Standing),"Latihan ini melatih otot bahu dan trisep. Duduk atau berdiri dengan kaki selebar bahu, pegang dumbbell di kedua tangan setinggi bahu. Dorong dumbbell ke atas hingga lengan lurus, lalu turunkan perlahan ke posisi awal. Pastikan punggung tetap lurus. Lakukan 3 set x 10-15 repetisi dengan istirahat 60 detik antar set.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Menengah,Pagi/Sore,https://youtu.be/0JfYxMRsUCQ,Wanita,18-25 Tahun
498,Lat Pulldowns (Machine),"Latihan ini fokus pada otot punggung atas, bisep, dan bahu. Duduk di mesin lat pulldown, pegang palang dengan genggaman lebar. Tarik palang ke bawah ke arah dada sambil menjaga siku dekat dengan tubuh. Kembali perlahan ke posisi awal. Lakukan 3 set x 10-15 repetisi dengan istirahat 60 detik antar set.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Menengah,Pagi/Sore,https://youtu.be/JGeRYIZdojU,Wanita,18-25 Tahun
499,Barbell Rows (Bent-Over),"Mengapa untuk Wanita Mahir: Ini adalah latihan punggung kompound yang kuat, melatih seluruh otot punggung (lat, traps, rhomboids), serta bisep dan forearm. Mengangkat beban berat dengan barbell rows akan membangun kepadatan otot punggung dan meningkatkan kekuatan menarik Anda.",Kekuatan,Meningkatkan massa otot,40,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=6SS6K3lAwZ8,Wanita,18-35 Tahun
500,Single-Arm Dumbbell Rows,Mengapa untuk Wanita Mahir: Latihan unilateral ini memungkinkan Anda untuk benar-benar fokus pada kontraksi satu sisi punggung membantu mengatasi ketidakseimbangan dan mendapatkan kontraksi yang lebih dalam pada otot lat. Ini akan berkontribusi pada kepadatan dan detail otot punggung Anda.",Kekuatan,Meningkatkan massa otot,30,Gym/Rumah,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=6SS6K3lAwZ8,Wanita,18-35 Tahun
501,Face Pulls (Cable Machine),"Mengapa untuk Wanita Mahir: Latihan ini sangat penting untuk kesehatan bahu, membantu memperbaiki postur dan menguatkan otot-otot bahu belakang yang sering lemah pada wanita. Ini juga meningkatkan stabilitas bahu dan mencegah cedera.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=6SS6K3lAwZ8,Wanita,18-35 Tahun
502,Hammer Curls (Dumbbell),"Mengapa untuk Wanita Mahir: Latihan ini fokus pada otot bisep brachialis dan brachioradialis, memberikan bentuk yang lebih penuh pada lengan atas. Ini juga membantu meningkatkan kekuatan genggaman tangan Anda, yang penting untuk latihan lainnya.",Kekuatan,Meningkatkan massa otot,20,Gym/Rumah,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=6SS6K3lAwZ8,Wanita,18-35 Tahun
503,Jalan kaki 1000 - 2000 langkah,"Latihan ini melibatkan berjalan kaki dengan jarak 1000 hingga 2000 langkah. Ini adalah cara yang baik untuk meningkatkan aktivitas fisik harian Anda dan menjaga kesehatan jantung. Anda dapat melakukannya di luar ruangan atau di dalam ruangan dengan menggunakan treadmill. Lakukan setiap hari atau beberapa kali seminggu sesuai kemampuan Anda.",Kardio,Menurunkan berat badan/Menjaga kesehatan,30,Rumah,Tidak,Pemula,Kapan Saja,,Pria,18-35 Tahun
504,Tangga Rumah (Jika Ada),"Latihan ini melibatkan naik turun tangga di rumah Anda. Ini adalah latihan kardiovaskular yang baik dan juga melatih otot kaki. Lakukan selama 10-15 menit setiap hari atau beberapa kali seminggu. Pastikan untuk menjaga postur tubuh yang baik saat naik dan turun tangga.",Kardio,Menurunkan berat badan/Menjaga kesehatan,20,Rumah,Tidak,Pemula,Kapan Saja,,Pria,18-35 Tahun
